ParentBusinessUnit,BusinessUnit,Latitude,Longitude,StateShort,Year,Make,Model,Trim,Mileage,ListPrice,LotPrice,MSRP,MarketAveragePrice,AgeInDays,Color,InteriorColor,ReconditionCost,UnitCost,PotentialGross,Stock,VIN,Received,Transmission,Risk,PrimaryBookValue,class
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2014,Chevrolet,Impala Limited,LT,38167,11999,11999,NULL,11199,65,SILVER,GRAY,NULL,8704.94,3294.06,BP5891B,2G1WB5E35E1179175,12/31/2018,Automatic,YELLOW,9796,4-door Large Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Tacoma,SR,24922,31987,31987,NULL,35244.9729,69,SILVER,NULL,NULL,27029.18,4957.82,P5928,3TMCZ5AN9JM123353,12/27/2018,Automatic,GREEN,27653,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Honda,Accord,LX,33383,18987,18987,NULL,17360.5384,60,GRAY,NULL,NULL,16107.38,2879.62,15791A,1HGCR2F39GA011410,1/5/2019,CVT Transmission,YELLOW,15267,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Avalon,XLE,53789,18987,18987,NULL,21812.0909,56,WHITE,NULL,NULL,15938.33,3048.67,P5883A,4T1BK1EB1FU143409,1/9/2019,Automatic,YELLOW,15768,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Highlander,LE PLUS,25650,31987,31987,NULL,32455,61,BLUE MED,NULL,NULL,28651.68,3335.32,P5931,5TDBZRFH7JS817609,1/4/2019,Automatic,GREEN,29164,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Kia,Forte5,LX,33399,15987,15987,NULL,16626.25,51,BLACK,NULL,NULL,11710.96,4276.04,15706B,KNAFK5A88J5773659,1/14/2019,Automatic,YELLOW,11913,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Prius,THREE,25858,24987,24987,NULL,25109.75,57,CLASSIC SILVER,NULL,NULL,21639.1,3347.9,T15490,JTDKARFU3J3551124,1/8/2019,Automatic,GREEN,20870,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Highlander,Limited Platinum,10875,47904,47904,NULL,38688.8888,57,OOHLALA ROUGE,OOHLALA ROUGE,NULL,46803.37,1100.63,D15624,5TDDZRFH4JS859874,1/8/2019,Automatic,GREEN,39007,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Toyota,Sienna,LE,24096,27987,27987,NULL,28991,57,SILVER SKY MET,NULL,NULL,24148.49,3838.51,T14967,5TDJZ3DC8HS181115,1/8/2019,Automatic,GREEN,23902,4WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2013,Toyota,Prius V,Three,123491,13999,13999,NULL,14995.3333,51,MGNETIC GRY MET,NULL,NULL,9433.54,4565.46,BT15056A,JTDZN3EU2D3217611,1/14/2019,Automatic,RED,9211,Mid-Size Wagon
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Tacoma,TRD Off Road,24203,32987,32987,NULL,30281.6,53,BLAZING BLU PRL,GRAY,NULL,29262.98,3724.02,15887A,5TFSZ5AN1GX006137,1/12/2019,Automatic,GREEN,28596,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Hyundai,Accent,SE,43214,12987,12987,NULL,11907.6588,56,BLUE,NULL,NULL,9013.92,3973.08,PB15833B,KMHCT4AE7HU174993,1/9/2019,Automatic,GREEN,10138,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Dodge,Grand Caravan,SXT,42430,17987,17987,NULL,16733.1744,51,GRAY,NULL,NULL,14482.74,3504.26,P5934,2C4RDGCG3HR817994,1/14/2019,Automatic,GREEN,15512,2WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Ford,Explorer,LIMITED,33589,31987,31987,NULL,32269.4444,50,BLACK,NULL,NULL,26406.29,5580.71,P5935,1FM5K8F81HGC68789,1/15/2019,Automatic,YELLOW,27164,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Ford,Econoline Cutaway,,24975,19999,19999,NULL,NULL,1029,WHITE,TAN,NULL,18939.47,1059.53,B5151,1FDWE35SX3HA15811,5/11/2016,Automatic,RED,5822,Commercial Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2010,Lexus,GX 460,PREMIUM,32437,29987,29987,NULL,NULL,41,RED,NULL,NULL,24859.2,5127.8,16003A,JTJJM7FXXA5014026,1/24/2019,Automatic,RED,27021,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,GMC,Terrain,SLT,46818,21987,21987,NULL,21591.6,42,WHITE,NULL,NULL,18017.09,3969.91,P5936,2GKFLUEK3H6107618,1/23/2019,Automatic,YELLOW,18688,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Kia,Forte,LX,32547,15999,15999,NULL,15480.5357,43,WHITE,NULL,NULL,11666.79,4332.21,B5930,3KPFL4A7XJE166622,1/22/2019,Automatic,YELLOW,12637,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Subaru,Outback,2.5i Premium,100694,17999,17999,NULL,20515.4545,41,RED,NULL,NULL,14529.84,3469.16,B5956,4S4BSAFC3F3306137,1/24/2019,A/T,RED,13683,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2011,Ford,Ranger,Sport,51174,18999,18999,NULL,14067.2,41,WHITE,NULL,NULL,14116.55,4882.45,B5953,1FTKR4EE2BPA53979,1/24/2019,Automatic,RED,15632,2WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,RAV4,XLE,44998,22987,22987,NULL,21389.0625,42,GRAY,NULL,NULL,17341.47,5645.53,P5947,JTMRFREV3FD154685,1/23/2019,Automatic,GREEN,17355,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,RAV4,XLE,23907,22987,22987,NULL,21389.0625,42,BLACK,NULL,NULL,18260.6,4726.4,P5946,2T3RFREV5FW398695,1/23/2019,Automatic,GREEN,18463,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Highlander,XLE,22744,29987,29987,NULL,28565.5833,42,MAROON,NULL,NULL,26040.7,3946.3,P5941,5TDJKRFH7FS195939,1/23/2019,Automatic,GREEN,27321,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Nissan,Frontier,SV,32458,23987,23987,NULL,22261.8,42,GRAY,NULL,NULL,20118.6,3868.4,P5939,1N6AD0EV1GN725274,1/23/2019,Automatic,YELLOW,20001,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2013,Toyota,RAV4,LE,100203,14999,14999,NULL,NULL,35,SILVER,NULL,NULL,11842.78,3156.22,BP5944A,2T3ZFREV7DW018723,1/30/2019,Automatic,RED,11614,2WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Chevrolet,Impala Limited,LTZ,80152,12999,12999,NULL,12419.5,34,GRAY,GRAY,NULL,9956.72,3042.28,B15686B,2G1WC5E33G1117273,1/31/2019,Automatic,YELLOW,10599,4-door Large Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2005,Toyota,Prius,,189851,8999,8999,NULL,7777,34,GREY,NULL,NULL,4134.98,4864.02,B15940B,JTDKB20U853079778,1/31/2019,Automatic,RED,3246,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Camry,HYBRID LE,27235,23987,23987,NULL,27737.5,42,BLUE CRUSH MET,NULL,NULL,21930,2057,T15531,4T1B31HKXJU504041,1/23/2019,Automatic,GREEN,21564,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Corolla,SE,26578,18987,18987,NULL,18505.3333,43,08W7,FC80,NULL,16771.95,2215.05,T15386,2T1BURHE4JC061859,1/22/2019,Automatic,GREEN,15438,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Toyota,Highlander,LE PLUS,18828,31987,31987,NULL,33362.8571,43,ALA JADE MET,NULL,NULL,36314.16,-4327.16,D15063,5TDBZRFH3HS447057,1/22/2019,Automatic,GREEN,27863,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Camry Hybrid,LE,80535,16999,16999,NULL,21213.4,34,COSMIC GREY,NULL,NULL,12347.97,4651.03,B15609CC,4T1BD1FK9GU178175,1/31/2019,Automatic,YELLOW,13060,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2012,Toyota,Tacoma, ,54121,27987,27987,NULL,25995,25,NULL,NULL,NULL,24212.58,3774.42,15971A,3TMMU4FN3CM044334,2/9/2019,Automatic,YELLOW,24811,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Corolla,SE,25160,18987,18987,NULL,18505.3333,29,CLASSIC SILVER,NULL,NULL,16079.32,2907.68,T15422,2T1BURHE1JC058675,2/5/2019,Automatic,GREEN,15504,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Corolla iM,,23862,17187,17187,NULL,17262.3333,29,SPRING GREEN,BLACK,NULL,15736.18,1450.82,T15340,JTNKARJE6JJ564926,2/5/2019,Automatic,YELLOW,15477,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,1999,Toyota,Camry,CE,200166,NULL,0,NULL,4448,23,GREY,NULL,NULL,565,NULL,BP5929A,4T1BG22K6XU553068,2/11/2019,Automatic,RED,1117,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Chevrolet,Silverado 3500,LT,72468,24999,24987,NULL,NULL,22,BLUE,NULL,NULL,18223.87,6775.13,15952A,1GCJK33113F163004,2/12/2019,Automatic,RED,18696,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,RAV4,SE,74536,21987,21987,NULL,24432.7142,28,9AH,EB20,NULL,8359.8,13627.2,T4234,2T3JFREV9GW490472,2/6/2019,Automatic,YELLOW,19200,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2009,Ford,Super Duty F-350 SRW,Lariat,115383,23999,23999,NULL,NULL,23,SILVER,NULL,NULL,17503.51,6495.49,B5954,1FTWX31R59EA25383,2/11/2019,Manual,RED,20019,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Ford,Escape,SE,10539,21987,21987,NULL,19052,18,WHITE,NULL,NULL,17835.2,4151.8,PB5728A,1FMCU9G99HUE48604,2/16/2019,Automatic,GREEN,17840,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2004,Toyota,RAV4,4DR 4WD AT,91322,NULL,0,NULL,NULL,21,SILVER,NULL,NULL,2423,NULL,BP5948A,JTEHD20V846013088,2/13/2019,Automatic,RED,4119,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Tacoma,SR5,22240,32987,32987,NULL,35579.3928,21,01G3,FC14,NULL,26277.7,6709.3,T15348,5TFDZ5BN3JX031152,2/13/2019,Automatic,GREEN,28995,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Camry,LE,24985,21987,21987,NULL,19083.4444,21,SILVER MET,NULL,NULL,18698.44,3288.56,T15524,4T1B11HK5JU107407,2/13/2019,Automatic,GREEN,18546,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2007,Toyota,Camry Hybrid, ,99181,NULL,0,NULL,8366.5,21,GRAY,NULL,NULL,3265,NULL,B15380B,JTNBB46K473013731,2/13/2019,Automatic,RED,4936,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Yaris iA,,28493,14987,14987,NULL,15148,22,BLACK,NULL,NULL,10642.73,4344.27,16001B,3MYDLBYV7JY319022,2/12/2019,Automatic,YELLOW,12634,4-door Sub-Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Toyota,Tacoma,PreRunner,142176,10999,10999,NULL,NULL,18,BLACK,NULL,NULL,6112.66,4886.34,BC398A,5TESN92N53Z223775,2/16/2019,Automatic,RED,6906,2WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Ford,Super Duty F-350 SRW,XLT,109124,16999,16999,NULL,15995,16,BLACK,NULL,NULL,11527.76,5471.24,B16017A,1FTSW31P63EB43398,2/18/2019,Automatic,RED,12507,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Camry,SE,463,23987,23987,NULL,22394,18,BLUE,NULL,NULL,17910,6077,P5966,4T1B11HK3JU033369,2/16/2019,Automatic,GREEN,20305,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,RAV4,XLE,26956,25987,25987,NULL,24249.9795,21,RUBY FLARE PEAR,NULL,NULL,22696.04,3290.96,T15424,2T3RFREV5JW757343,2/13/2019,Automatic,GREEN,21215,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2011,Ram,3500,Laramie,94479,36999,36999,NULL,35970,15,GREEN,NULL,NULL,28165.87,8833.13,BP5742C,3D73Y3CL6BG549154,2/19/2019,Automatic,RED,35851,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Sequoia,SR5,66561,34987,34987,NULL,28999,15,SILVER,NULL,NULL,27080.44,7906.56,15841B,5TDBW5G15GS133119,2/19/2019,Automatic,GREEN,28452,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2006,Dodge,Ram 2500,SLT,122450,21999,21999,NULL,25230.7142,15,SILVER,NULL,NULL,13683.1,8315.9,BP5940B,1D7KS28C66J133383,2/19/2019,Automatic,RED,16459,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2009,Nissan,370Z,Touring,89855,14999,14999,NULL,NULL,13,GRAY,NULL,NULL,10358.42,4640.58,B14982B,JN1AZ44E19M401251,2/21/2019,Manual,RED,12745,Two-seater Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2012,Chevrolet,Traverse,LT w/2LT,51085,16999,16999,NULL,12990,11,CREAM,NULL,NULL,11257.11,5741.89,BP5860B,1GNKVJED9CJ165529,2/23/2019,Automatic,YELLOW,12056,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2006,Dodge,Ram 2500,SLT,165730,17999,17999,NULL,25230.7142,10,WHITE,NULL,NULL,8765,9234,B5950A,1D7KS28C16J171328,2/24/2019,Automatic,RED,15138,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,RAV4,XLE,37421,21987,21987,NULL,21451.5625,11,WHITE,NULL,NULL,16772.07,5214.93,16028A,JTMRFREV7FD113394,2/23/2019,Automatic,GREEN,17743,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Hyundai,Sonata,2.4L SE,26490,14987,14987,NULL,12800.5,13,BLACK,NULL,NULL,11246.72,3740.28,15860B,5NPE24AF1FH003382,2/21/2019,Automatic,YELLOW,12463,4-door Large Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Tundra 4WD,SR5,6108,39987,39987,NULL,NULL,11,MIDNIGHT BLACK METALLIC,NULL,NULL,34630,5357,15944A,5TFDM5F17JX074804,2/23/2019,Automatic,GREEN,36270,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2014,Toyota,Highlander,XLE,79888,25987,25987,NULL,22850,12,SILVER SKY METALLIC,NULL,NULL,20426.06,5560.94,16046A,5TDJKRFH1ES038857,2/22/2019,Automatic,YELLOW,20596,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Highlander,SE,2320,39987,39987,NULL,36256.6666,11,WHITE,NULL,NULL,34095,5892,P5880A,5TDJZRFH3JS550139,2/23/2019,Automatic,GREEN,36290,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2014,Nissan,Xterra,X,61209,18987,18987,NULL,17527,12,BLUE,NULL,NULL,13660.54,5326.46,16049A,5N1AN0NU1EN813628,2/22/2019,Automatic,YELLOW,15349,2WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2001,Nissan,Frontier 4WD,SE,117648,8999,8999,NULL,7800,14,WHITE,NULL,NULL,2965,6034,B5967,1N6ED27Y81C365041,2/20/2019,Manual,RED,4654,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2012,Ford,F-150,FX4,114972,24999,24999,NULL,23838.4705,13,RED,NULL,NULL,19130.59,5868.41,B5975,1FTFW1ET5CFB48180,2/21/2019,Automatic,RED,19495,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Sequoia,PLATINUM,27262,49987,49987,NULL,NULL,7,WHITE,NULL,NULL,NULL,NULL,15963B,5TDDY5G12GS146459,2/27/2019,Automatic,GREEN,45778,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Chrysler,200,Limited Platinum,23957,15999,15999,NULL,15030.2,6,SILVER,NULL,NULL,NULL,NULL,B5959A,1C3CCCAB2GN101483,2/28/2019,Automatic,YELLOW,13479,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Corolla iM,,25442,17987,17987,NULL,17129,12,70,BLK FABRIC,NULL,15215.34,2771.66,T15398,JTNKARJE9JJ566797,2/22/2019,Automatic,YELLOW,15393,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2012,Ford,F-150,XLT,89523,21999,21999,NULL,23838.4705,13,WHITE,NULL,NULL,17736.71,4262.29,B5971,1FTFW1ET3CFA48644,2/21/2019,Automatic,YELLOW,16828,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2011,Ford,Super Duty F-250 SRW,XLT,136641,27999,27999,NULL,36329.6666,13,WHITE,NULL,NULL,23426,4573,B5972,1FT7W2BT5BEA33159,2/21/2019,Automatic,RED,21491,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2013,Chevrolet,Silverado 2500HD,LTZ,101640,36999,36999,NULL,41567,13,RED,NULL,NULL,30259.58,6739.42,B5974,1GC1KYE87DF120389,2/21/2019,Automatic,RED,33454,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2014,Chevrolet,Silverado 1500,LTZ,90529,27999,27999,NULL,31561.8333,13,BLACK,NULL,NULL,23906,4093,B5973,3GCUKSEC5EG138095,2/21/2019,Automatic,YELLOW,25582,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Hyundai,Accent,SE,34849,11999,12999,NULL,11919.2823,19,SILVER,NULL,NULL,9948.06,2050.94,B5965,KMHCT4AE8HU378492,2/15/2019,Automatic,GREEN,10553,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Nissan,Rogue,SV,19784,21987,21987,NULL,20949.7407,13,BLACK,NULL,NULL,17545.73,4441.27,P5969,KNMAT2MV2JP592247,2/21/2019,Automatic,YELLOW,18529,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Nissan,Armada,SV,37753,32987,32987,NULL,31167.75,15,BROWN,NULL,NULL,27019.76,5967.24,P5970,JN8AY2NC6J9552504,2/19/2019,Automatic,YELLOW,27892,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Kia,Soul,+,36986,15987,15987,NULL,15064.4761,15,NULL,NULL,NULL,13089.76,2897.24,P5968,KNDJP3A55J7532378,2/19/2019,Automatic,GREEN,13369,Small Wagon
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Hyundai,Accent,SE,38354,11987,11987,NULL,11919.4235,19,RED,NULL,NULL,9911.1,2075.9,P5964,KMHCT4AE3HU318104,2/15/2019,Automatic,GREEN,10358,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Hyundai,Accent,SE,37880,12987,12987,NULL,11907.6588,19,BLUE,NULL,NULL,9889.47,3097.53,P5963,KMHCT4AE8HU280689,2/15/2019,Automatic,GREEN,10380,4-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Dodge,Grand Caravan,SXT,29441,19987,19987,NULL,20918.7407,21,LT GRAY,NULL,NULL,16567.98,3419.02,P5960,2C4RDGCG5JR249267,2/13/2019,Automatic,GREEN,18535,2WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Highlander,XLE,20361,34987,34987,NULL,36510.6,12,PREDAWN GRAY,NULL,NULL,28900.09,6086.91,T15346,5TDJZRFH1JS821974,2/22/2019,Automatic,GREEN,33474,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2018,Toyota,Sienna,XLE,23932,31987,31987,NULL,28986.4545,14,08W6,LC14,NULL,28242.49,3744.51,T15451,5TDYZ3DC4JS922073,2/20/2019,Automatic,GREEN,27721,2WD Minivans
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Toyota,Camry,SE,23456,19987,19987,NULL,16753.7692,8,CEL SLV MET,NULL,NULL,15241.31,4745.69,P5914A,4T1BF1FKXHU671763,2/26/2019,Automatic,GREEN,16383,4-door Mid-Size Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2015,Toyota,Tundra 4WD,SR5,25717,33987,33987,NULL,33014.25,19,SILVER,NULL,NULL,27845.24,6141.76,P5962,5TFUY5F15FX444109,2/15/2019,Automatic,GREEN,27957,4WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2012,Toyota,Tacoma,PRERUNNER,54123,21987,21987,NULL,NULL,7,SILVER,NULL,NULL,17834.84,4152.16,15723A,5TFJX4GN1CX009729,2/27/2019,Automatic,YELLOW,19073,2WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2003,Nissan,Frontier 4WD,XE,234398,NULL,0,NULL,NULL,7,YELLOW,NULL,NULL,NULL,NULL,BP5883BB,1N6ED27Y23C455577,2/27/2019,Automatic,RED,3335,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2002,Chrysler,PT Cruiser,LIMITED,108826,NULL,0,NULL,3496.5,4,PURPLE,NULL,NULL,NULL,NULL,B15934C,3C8FY68B52T338297,3/2/2019,N/A,RED,1347,Small Wagon
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2002,Ford,Thunderbird,Premium,79400,12999,12999,NULL,13387.4,4,BLACK,NULL,NULL,NULL,NULL,BT15327C,1FAHP60A82Y104806,3/2/2019,Automatic,RED,9313,2-door Compact Passenger Car
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Highlander,XLE,44518,31987,31987,NULL,31987.8571,4,BLACK,ASH LEATHER SEAT MATERIAL,NULL,NULL,NULL,15987A,5TDJKRFH9GS258668,3/2/2019,Automatic,GREEN,27279,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,Tacoma,TRD OFF ROAD,43523,NULL,0,NULL,33257.5555,5,NULL,NULL,NULL,NULL,NULL,REFI39,5TFCZ5AN1GX021385,3/1/2019,Automatic,GREEN,30380,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2001,Chevrolet,Silverado 1500,,164432,NULL,0,NULL,NULL,1,GRAY,NULL,NULL,NULL,NULL,B15191C,2GCEC19V111282284,3/5/2019,Automatic,RED,3058,2WD Standard Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2006,Chevrolet,TrailBlazer,LT,103092,14987,14987,NULL,NULL,1,BLACK,BLACK,NULL,202.09,14784.91,B15972A,1GNET13H862361114,3/5/2019,Automatic,RED,11189,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2017,Toyota,Tacoma,TRD OFF ROAD,16884,NULL,0,NULL,34077.8,NULL,SUPER WHITE,BLK/ORAN FABRIC (FD),NULL,NULL,NULL,16044A,3TMCZ5AN4HM103246,3/6/2019,Automatic,GREEN,33586,4WD Small Pickup Trucks
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2016,Toyota,RAV4,LIMITED,32123,NULL,0,NULL,26397.8333,NULL,BLACK,NUTMEG SOFTEX SEAT TRIM,NULL,NULL,NULL,16062A,2T3DFREVXGW438877,3/6/2019,Automatic,GREEN,23240,4WD Sport Utility Vehicles
Coos Bay Auto Group,Coos Bay Toyota,43.3824,-124.2207,OR,2008,Ford,Super Duty F-350 SRW,HARLEY-DAVIDSON,60595,NULL,0,NULL,23529.9285,NULL,BLACK,NULL,NULL,27287,NULL,B5976,1FTWW31R08ED89566,2/28/2019,Automatic,RED,30774,4WD Standard Pickup Trucks
